   0.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   2.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   3.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   4.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   5.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   6.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   7.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   8.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   9.0000000e-02	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.0000000e-01	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.0000000e-01	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.0000000e-01	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.1000000e-01	   9.9999557e-01	   9.9999557e-01	   9.9999998e-01	   9.9999535e-01	
   1.2000000e-01	   9.9998607e-01	   9.9998607e-01	   9.9999991e-01	   9.9998540e-01	
   1.3000000e-01	   9.9997094e-01	   9.9997094e-01	   9.9999971e-01	   9.9996960e-01	
   1.4000000e-01	   9.9994970e-01	   9.9994971e-01	   9.9999931e-01	   9.9994751e-01	
   1.5000000e-01	   9.9992195e-01	   9.9992198e-01	   9.9999859e-01	   9.9991878e-01	
   1.6000000e-01	   9.9988738e-01	   9.9988743e-01	   9.9999742e-01	   9.9988316e-01	
   1.7000000e-01	   9.9984571e-01	   9.9984579e-01	   9.9999565e-01	   9.9984046e-01	
   1.8000000e-01	   9.9979675e-01	   9.9979688e-01	   9.9999309e-01	   9.9979059e-01	
   1.9000000e-01	   9.9974035e-01	   9.9974054e-01	   9.9998956e-01	   9.9973351e-01	
   2.0000000e-01	   9.9967641e-01	   9.9967669e-01	   9.9998484e-01	   9.9966927e-01	
   2.1000000e-01	   9.9960490e-01	   9.9960530e-01	   9.9997870e-01	   9.9959796e-01	
   2.2000000e-01	   9.9952582e-01	   9.9952638e-01	   9.9997089e-01	   9.9951973e-01	
   2.3000000e-01	   9.9943919e-01	   9.9943996e-01	   9.9996115e-01	   9.9943477e-01	
   2.4000000e-01	   9.9934511e-01	   9.9934613e-01	   9.9994923e-01	   9.9934332e-01	
   2.5000000e-01	   9.9924368e-01	   9.9924503e-01	   9.9993485e-01	   9.9924565e-01	
   2.6000000e-01	   9.9913505e-01	   9.9913679e-01	   9.9991773e-01	   9.9914207e-01	
   2.7000000e-01	   9.9901937e-01	   9.9902161e-01	   9.9989759e-01	   9.9903290e-01	
   2.8000000e-01	   9.9889686e-01	   9.9889968e-01	   9.9987415e-01	   9.9891850e-01	
   2.9000000e-01	   9.9876773e-01	   9.9877125e-01	   9.9984714e-01	   9.9879923e-01	
   3.0000000e-01	   9.9863221e-01	   9.9863656e-01	   9.9981628e-01	   9.9867547e-01	
   3.1000000e-01	   9.9849057e-01	   9.9849589e-01	   9.9978130e-01	   9.9854761e-01	
   3.2000000e-01	   9.9834309e-01	   9.9834953e-01	   9.9974196e-01	   9.9841605e-01	
   3.3000000e-01	   9.9819005e-01	   9.9819778e-01	   9.9969800e-01	   9.9828117e-01	
   3.4000000e-01	   9.9803176e-01	   9.9804096e-01	   9.9964920e-01	   9.9814337e-01	
   3.5000000e-01	   9.9786853e-01	   9.9787940e-01	   9.9959534e-01	   9.9800303e-01	
   3.6000000e-01	   9.9770070e-01	   9.9771344e-01	   9.9953622e-01	   9.9786054e-01	
   3.7000000e-01	   9.9752859e-01	   9.9754342e-01	   9.9947167e-01	   9.9771627e-01	
   3.8000000e-01	   9.9735255e-01	   9.9736970e-01	   9.9940152e-01	   9.9757056e-01	
   3.9000000e-01	   9.9717293e-01	   9.9719264e-01	   9.9932563e-01	   9.9742376e-01	
   4.0000000e-01	   9.9699007e-01	   9.9701259e-01	   9.9924391e-01	   9.9727620e-01	
   4.1000000e-01	   9.9680435e-01	   9.9682993e-01	   9.9915624e-01	   9.9712818e-01	
   4.2000000e-01	   9.9661611e-01	   9.9664501e-01	   9.9906258e-01	   9.9697999e-01	
   4.3000000e-01	   9.9642572e-01	   9.9645820e-01	   9.9896287e-01	   9.9683190e-01	
   4.4000000e-01	   9.9623353e-01	   9.9626987e-01	   9.9885710e-01	   9.9668417e-01	
   4.5000000e-01	   9.9603991e-01	   9.9608037e-01	   9.9874529e-01	   9.9653702e-01	
   4.6000000e-01	   9.9584522e-01	   9.9589006e-01	   9.9862747e-01	   9.9639065e-01	
   4.7000000e-01	   9.9564981e-01	   9.9569929e-01	   9.9850370e-01	   9.9624526e-01	
   4.8000000e-01	   9.9545403e-01	   9.9550842e-01	   9.9837407e-01	   9.9610102e-01	
   4.9000000e-01	   9.9525823e-01	   9.9531777e-01	   9.9823870e-01	   9.9595806e-01	
   5.0000000e-01	   9.9506276e-01	   9.9512769e-01	   9.9809772e-01	   9.9581651e-01	
   5.1000000e-01	   9.9486795e-01	   9.9493849e-01	   9.9795129e-01	   9.9567649e-01	
   5.2000000e-01	   9.9467414e-01	   9.9475050e-01	   9.9779959e-01	   9.9553807e-01	
   5.3000000e-01	   9.9448164e-01	   9.9456402e-01	   9.9764285e-01	   9.9540133e-01	
   5.3657859e-01	   9.9435566e-01	   9.9444208e-01	   9.9753761e-01	   9.9531212e-01	
   5.3657859e-01	   9.9435566e-01	   9.9444208e-01	   9.9753761e-01	   9.9531212e-01	
   5.4000000e-01	   9.9429033e-01	   9.9437887e-01	   9.9748222e-01	   9.9526592e-01	
   5.5000000e-01	   9.9410133e-01	   9.9419624e-01	   9.9731484e-01	   9.9513267e-01	
   5.6000000e-01	   9.9391457e-01	   9.9401597e-01	   9.9714202e-01	   9.9500120e-01	
